boundary,construction,dimensions,fig_count,floor,location,open_sides,price,price_per_sqft,transaction,type,garden_park,main_road,pool,width_road,area
Yes,Yes,45 X 48,3,3,Action Area 3,1,36.6,1694,New Property,Residential Land / Plot,1,1,0,10,2160
No,No,,3,Congo,Tribeni,3,30,2000,Resale,Residential Land / Plot,0,1,0,19,1500
Yes,Yes,,0,4,Barrackpore,,45,2500,Resale,Residential Land / Plot,0,0,0,,1800
Yes,Yes,48 X 60,6,4,Action Area 3,1,48.8,1694,New Property,Residential Land / Plot,1,1,0,10,2880
Yes,Yes,,0,4,New Town,4,26,1806,Resale,Residential Land / Plot,0,1,0,8,1440
Yes,Yes,,0,,Joka,2,1.6,111,Resale,Residential Land / Plot,0,0,0,8,1440
Yes,Yes,,2,3,Joka,2,1.6,111,Resale,Residential Land / Plot,0,0,0,8,1440
Yes,No,,4,3,Sarsuna,2,10,493,Resale,Residential Land / Plot,0,0,0,1,2027
No,No,,2,4,Action Area 3,,56,1111,Resale,Residential Land / Plot,0,0,0,,5040
Yes,Yes,,0,4,New Town,4,28,1944,Resale,Residential Land / Plot,0,1,0,9,1440
No,No,22 X 32.73,3,,Joka,1,2.9,396,New Property,Residential Land / Plot,1,1,0,10,720
Yes,Yes,,0,5,Serampore,3,280,3889,Resale,Residential Land / Plot,0,0,0,4,7200
Yes,Yes,32 X 45,6,3,Action Area 3,1,24.4,1694,New Property,Residential Land / Plot,1,1,0,10,1440
Yes,No,,0,5,Thakurnagar,,22.7,874,Resale,Residential Land / Plot,0,0,0,,2592
Yes,No,,0,5,Notun Pally,2,9.5,660,Resale,Residential Land / Plot,0,0,0,3,1440
No,No,,5,,Baduria,,275,255,New Property,Residential Land / Plot,1,0,0,,57600
Yes,Yes,40 X 45,3,3,Action Area 3,2,30.5,1694,New Property,Residential Land / Plot,1,1,0,10,1800
No,No,,2,,Joka,3,2.8,191,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,Yes,,0,4,Barasat,3,42.5,1967,Resale,Residential Land / Plot,0,0,0,10,2160
Yes,No,,1,,"Halisahar, Kanchrapara",3,34,2361,Resale,Residential Land / Plot,0,0,0,3,1440
Yes,No,,0,4,"New Garia, Garia",,96,1111,Resale,Residential Land / Plot,0,0,0,,8641
Yes,No,,0,3,Birati,,130,4012,Resale,Residential Land / Plot,0,0,0,,3240
No,No,40 X 35,1,3,"International Airport, Dum Dum, Jessore Road",2,40,2857,Resale,Residential Land / Plot,0,1,0,2,1400
No,No,24 X 30,9,,"Diamond Park, Joka",2,4,554,New Property,Residential Land / Plot,1,1,0,25,720
No,No,,0,,Boral,,100,368,New Property,Residential Land / Plot,0,1,0,,27180
Yes,No,,0,5,Sonarpur,,100,1736,Resale,Residential Land / Plot,0,0,0,,5761
Yes,No,45 X 48,6,3,Action Area 3,1,37.5,1736,New Property,Residential Land / Plot,1,1,0,13,2160
No,No,,0,5,Kalagachhia,,14,737,Resale,Residential Land / Plot,0,0,0,,1900
No,No,,0,,Action Area 3,1,35,1944,Resale,Residential Land / Plot,0,0,0,15,1800
No,No,50 X 43.2,18,,Joka,2,6,277,New Property,Residential Land / Plot,1,1,0,30,2160
Yes,No,,0,4,Amherst Street,,1000,365,Resale,Residential Land / Plot,0,0,0,,273600
No,No,43.1 X 29,0,3,"Sewli Telinipara, Barrackpore",2,32,2560,Resale,Residential Land / Plot,0,1,0,10,1250
No,No,,3,,Jyangra,,80,3175,New Property,Residential Land / Plot,0,0,0,,2520
No,No,45 X 32,12,,Rajarhat,1,24,1667,Resale,Residential Land / Plot,0,1,0,12,1440
Yes,No,40 X 36,0,4,Rajarhat,2,44,3056,New Property,Residential Land / Plot,1,1,0,30,1440
No,No,,2,,Joka,2,8,556,Resale,Residential Land / Plot,0,0,0,20,1440
Yes,Yes,,1,,Rajarhat,2,30,1667,Resale,Residential Land / Plot,0,1,0,12,1800
Yes,Yes,45 X 32,5,4,Action Area 3,4,30,2083,New Property,Residential Land / Plot,1,1,0,9,1440
No,No,,0,,"Diamond Park, Joka",,55,2750,Resale,Residential Land / Plot,0,0,0,,2000
Yes,No,,0,,Shyamnagar,2,25,1736,Resale,Residential Land / Plot,0,0,0,12,1440
Yes,Yes,,0,,Baruipur,1,110,2546,Resale,Residential Land / Plot,0,0,0,10,4320
Yes,Yes,45 X 32,5,4,Action Area 3,4,29,2014,New Property,Residential Land / Plot,1,1,0,10,1440
Yes,No,,7,1,"Haridevpur, Paschim Putiary",2,22,3055,Resale,Residential Land / Plot,0,0,0,3,720
Yes,No,35 X 30.86,0,4,Rajarhat,2,32,2963,New Property,Residential Land / Plot,1,1,0,30,1080
Yes,Yes,,5,,Konnagar,,300,2976,Resale,Residential Land / Plot,1,1,0,,10080
Yes,Yes,,2,,Joka,2,2.5,347,Resale,Residential Land / Plot,0,0,0,8,720
No,Yes,20 X 36,10,,Joka,1,1.8,249,New Property,Residential Land / Plot,1,1,0,30,720
Yes,Yes,32 X 45,6,3,Action Area 3,1,25,1736,New Property,Residential Land / Plot,1,1,0,13,1440
Yes,Yes,45 X 32,5,4,Action Area 3,4,28.4,1972,New Property,Residential Land / Plot,1,1,0,9,1440
Yes,No,41.05 X 38.88,7,4,"New Garia, Garia",2,40,2778,Resale,Residential Land / Plot,0,1,0,6,1440
No,No,,8,4,Joka,,18,417,Resale,Residential Land / Plot,0,0,0,,4320
No,No,,0,,Thakurpukur,1,55,3667,Resale,Residential Land / Plot,0,0,0,10,1500
No,No,60 X 37,0,Congo,Chinsurah,2,55,2477,Resale,Residential Land / Plot,0,1,0,12,2220
No,No,,0,,Behala,,300,1667,Resale,Residential Land / Plot,0,0,0,,18000
No,No,,3,Congo,Sodepur,4,85,1816,Resale,Residential Land / Plot,0,0,0,10,4680
No,No,,0,5,Chinsurah,1,75,4121,Resale,Residential Land / Plot,0,0,0,6,1820
No,No,,0,Congo,Sonarpur,4,1,139,New Property,Residential Land / Plot,0,0,0,16,720
Yes,Yes,50 X 22,4,3,Subhayan Park,1,12,1091,Resale,Residential Land / Plot,0,1,0,12,1100
No,Yes,150 X 75,0,,Andul,2,22,204,Resale,Residential Land / Plot,0,0,0,2,10800
No,No,,18,2,Joka,2,1.4,97,Resale,Residential Land / Plot,0,0,0,25,1440
Yes,No,,0,1,Mukundapur,,50,2778,Resale,Residential Land / Plot,0,0,0,,1800
No,No,,3,Congo,Behala,1,100,1837,Resale,Residential Land / Plot,0,0,0,4,5444
No,No,,4,Congo,Birati,1,76,3510,Resale,Residential Land / Plot,0,0,0,10,2165
Yes,No,40 X 29.82,6,3,Howrah,2,42,3521,Resale,Residential Land / Plot,1,1,0,3,1193
No,No,,0,,New Town,1,30,1389,Resale,Residential Land / Plot,0,0,0,10,2160
Yes,No,,0,4,Habra,,15,429,Resale,Residential Land / Plot,0,0,0,,3500
No,No,45 X 64,20,,Joka,2,12,417,New Property,Residential Land / Plot,1,1,0,25,2880
No,No,24 X 30,12,,Joka,1,1.8,243,New Property,Residential Land / Plot,1,0,0,25,720
No,No,57.4 X 188,1,1,Duttapukur,4,300,2778,Resale,Residential Land / Plot,0,0,0,149,10800
No,No,,0,3,Gobindapur,2,35,479,New Property,Residential Land / Plot,0,0,0,5,7300
No,Yes,45 X 40,12,,Joka,1,6.3,347,New Property,Residential Land / Plot,1,1,0,25,1800
Yes,Yes,45 X 32,7,2,Joka,2,4,278,New Property,Residential Land / Plot,1,1,0,7,1440
No,No,,0,,Barasat,2,21,1458,Resale,Residential Land / Plot,0,0,0,3,1440
Yes,Yes,,4,3,Purba Putiary,1,60,2778,Resale,Residential Land / Plot,0,1,0,16,2160
Yes,Yes,45 X 40,11,3,Joka,2,5,278,New Property,Residential Land / Plot,1,1,0,7,1800
Yes,Yes,48 X 45,7,3,Joka,2,6,278,New Property,Residential Land / Plot,1,1,0,7,2160
Yes,Yes,60 X 48,9,4,Joka,2,8,278,New Property,Residential Land / Plot,1,1,0,7,2880
No,No,,0,5,Debinagar,2,10,549,Resale,Residential Land / Plot,0,0,0,16,1823
Yes,No,1852 X 1395,1,,Joka,2,80,1111,Resale,Residential Land / Plot,0,0,0,5,7201
No,No,,1,3,Baruipur,3,20,1389,Resale,Residential Land / Plot,0,0,0,10,1440
No,No,,0,,Andul,2,22,1760,Resale,Residential Land / Plot,1,1,0,2,1250
Yes,No,,0,1,Subhasgram,,22,808,Resale,Residential Land / Plot,0,0,0,,2722
Yes,No,,0,,Chinsurah,2,30,1389,Resale,Residential Land / Plot,0,0,0,3,2160
Yes,Yes,,0,,Bansdroni,,30,521,Resale,Residential Land / Plot,0,0,0,,5760
No,No,,3,Congo,Bisharpara,1,29,2014,Resale,Residential Land / Plot,0,0,0,10,1440
No,No,215 X 188,8,20,Jessore Road,4,300,2778,Resale,Residential Land / Plot,1,1,0,50,10800
Yes,Yes,18 X 40,1,3,"Amtala, Diamond Harbour Road",2,4.8,667,New Property,Residential Land / Plot,0,1,0,10,720
Yes,Yes,62 X 60,10,4,Joka,2,10.3,277,New Property,Residential Land / Plot,1,0,0,7,3720
No,No,,0,Congo,Sodepur,4,55,1708,Resale,Residential Land / Plot,0,0,0,14,3220
Yes,Yes,48 X 46,10,3,Joka,2,6.1,277,New Property,Residential Land / Plot,1,0,0,7,2208
Yes,Yes,,0,5,Belur,,103,3200,Resale,Residential Land / Plot,0,0,0,,3240
Yes,No,,0,1,Bansdroni,,80,3704,Resale,Residential Land / Plot,0,0,0,,2160
No,No,,0,,"Narendrapur, Rajpur Sonarpur",,70,1944,Resale,Residential Land / Plot,0,1,0,,3600
Yes,Yes,137 X 37,0,2,Chakraborty Para,2,110,2170,Resale,Residential Land / Plot,0,1,0,13,5069
No,No,50 X 32,0,,Andul,2,26,1625,Resale,Residential Land / Plot,0,0,0,2,1600
Yes,Yes,48 X 45,6,3,Joka,2,6.9,319,New Property,Residential Land / Plot,1,1,0,7,2160
No,No,,0,4,Dankuni,2,27,1467,Resale,Residential Land / Plot,0,0,0,8,1840
Yes,Yes,40.28 X 36,15,3,Action Area 3,2,20,1379,New Property,Residential Land / Plot,1,1,0,42,1450
Yes,Yes,60 X 60,6,4,Joka,2,11.5,319,New Property,Residential Land / Plot,1,1,0,7,3600
Yes,No,,0,2,Birati,,40,3279,Resale,Residential Land / Plot,0,0,0,,1220
Yes,Yes,,0,4,New Town,4,26,1806,Resale,Residential Land / Plot,0,1,0,8,1440
Yes,No,,0,4,Bangaon,,112,1944,Resale,Residential Land / Plot,0,0,0,,5761
No,No,40 X 36,18,,Joka,2,3.5,485,New Property,Residential Land / Plot,1,1,0,25,720
No,No,24 X 30,14,Congo,Joka,1,2.5,340,New Property,Residential Land / Plot,1,1,0,25,720
Yes,Yes,50 X 72,7,3,Joka,2,11,306,New Property,Residential Land / Plot,0,0,0,8,3600
Yes,No,40 X 36,0,Congo,Barasat,1,8.5,590,Resale,Residential Land / Plot,0,0,0,20,1440
No,No,40 X 27,1,Congo,Action Area 3,2,16.4,1522,New Property,Residential Land / Plot,1,1,0,10,1080
No,No,45 X 31.11,3,Congo,Rajarhat,2,21,1500,New Property,Residential Land / Plot,1,1,0,50,1400
Yes,No,,0,5,Basirhat,2,15,1042,Resale,Residential Land / Plot,0,0,0,5,1440
No,No,26.8 X 134,5,4,Sodepur,1,35,972,Resale,Residential Land / Plot,0,1,0,30,3600
No,No,24 X 30.83,12,,Joka,2,2.5,338,New Property,Residential Land / Plot,1,1,0,20,740
No,No,45 X 32.09,8,Congo,Joka,1,5,346,New Property,Residential Land / Plot,1,1,0,25,1444
Yes,Yes,,0,4,Howrah,1,26,1337,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,Yes,,0,4,Sonarpur,1,134,930,New Property,Residential Land / Plot,0,1,0,20,14400
Yes,Yes,,1,3,Sonarpur,1,30,1667,New Property,Residential Land / Plot,0,0,0,4,1800
No,No,,6,,New Town,,10.3,1424,New Property,Residential Land / Plot,0,0,0,,720
No,No,,6,,New Town,,12.8,1181,New Property,Residential Land / Plot,0,0,0,,1080
No,Yes,,0,10,Santragachi,4,1000,3472,Resale,Residential Land / Plot,0,1,0,20,28800
No,No,150 X 150.6,0,5,Barrackpore,4,100,443,Resale,Residential Land / Plot,0,1,0,7,22590
Yes,No,76 X 56,0,5,Sonarpur,2,90,2115,Resale,Residential Land / Plot,0,0,0,9144,4256
No,No,,0,3,Sonarpur,,30,595,Resale,Residential Land / Plot,0,0,0,,5040
Yes,Yes,42 X 45.24,2,5,New Town,2,22.3,1171,New Property,Residential Land / Plot,1,1,0,30,1900
No,No,82 X 105.37,2,3,Sonarpur,1,48,556,New Property,Residential Land / Plot,0,1,0,4,8640
No,No,45 X 40,12,,"Diamond Park, Joka",1,4.4,244,New Property,Residential Land / Plot,1,1,0,25,1800
No,No,45 X 48,15,,"Diamond Park, Joka",1,5.2,241,New Property,Residential Land / Plot,1,1,0,25,2160
No,No,50 X 90,0,4,Sonarpur,1,24,533,New Property,Residential Land / Plot,0,1,0,50,4500
Yes,Yes,40 X 36,1,5,Rajarhat,2,22.5,1562,New Property,Residential Land / Plot,1,0,0,40,1440
No,No,45 X 24,5,,"Amtala, Diamond Harbour Road",1,6,556,New Property,Residential Land / Plot,1,0,0,5,1080
No,No,,0,4,New Town,,30,2083,Resale,Residential Land / Plot,0,0,0,,1440
Yes,No,2.68 X 1073,2,4,"H B Town, Sodepur",2,80,2778,Resale,Residential Land / Plot,0,0,0,5,2880
Yes,No,,0,3,Garia,,120,1852,Resale,Residential Land / Plot,0,0,0,,6481
Yes,Yes,18 X 40,1,3,Rajarhat,2,12,1667,New Property,Residential Land / Plot,0,1,0,6,720
No,No,45 X 32,7,,"Amtala, Diamond Harbour Road",1,8,556,New Property,Residential Land / Plot,1,0,0,5,1440
No,Yes,171 X 114,15,4,Action Area 3,4,8.5,131,New Property,Residential Land / Plot,1,1,0,25,6480
No,No,,3,Congo,Chakdaha,1,12,800,Resale,Residential Land / Plot,0,0,0,6,1500
No,No,35 X 61.71,2,3,Sonarpur,1,4.5,208,New Property,Residential Land / Plot,0,0,0,25,2160
No,No,,0,2,S S Twp Sarsuna,3,70,353,Resale,Residential Land / Plot,0,0,0,10,19850
No,No,40 X 36,1,3,Sonarpur,1,4.1,285,New Property,Residential Land / Plot,0,1,0,3,1440
No,No,35 X 50,0,3,Sonarpur,1,8.5,486,New Property,Residential Land / Plot,0,0,0,6,1750
Yes,Yes,30 X 216,2,4,Sonarpur,1,63,972,New Property,Residential Land / Plot,0,0,0,33,6480
Yes,Yes,161 X 139,7,3,"Narayanpur, Gopalpur Gram",4,300,1344,Resale,Residential Land / Plot,0,1,0,10,22320
Yes,No,1 X 2162,1,1,Action Area 3,1,100,4625,Resale,Residential Land / Plot,0,0,0,1,2162
Yes,Yes,45 X 40,2,3,Rajarhat,1,25,1389,New Property,Residential Land / Plot,0,1,0,5,1800
Yes,Yes,43 X 42,0,4,Chak Garia,2,65,3599,Resale,Residential Land / Plot,0,1,0,7,1806
Yes,No,,0,4,Behala,,100,4629,Resale,Residential Land / Plot,0,0,0,,2160
No,No,45 X 32,6,4,"Amtala, Diamond Harbour Road",2,10,694,New Property,Residential Land / Plot,1,0,0,5,1440
No,No,,0,5,Rajpur Sonarpur,3,1200,1115,Resale,Residential Land / Plot,0,0,0,10,57600
No,No,63 X 30,0,Congo,"Narendrapur, Rajpur Sonarpur",1,28,1400,Resale,Residential Land / Plot,0,0,0,12,2000
Yes,No,,0,4,Khardaha,,22,1528,Resale,Residential Land / Plot,0,0,0,,1440
No,No,,0,5,Habra,,50,1389,Resale,Residential Land / Plot,0,0,0,,3600
No,No,,0,,Bakkhali,,40,2939,Resale,Residential Land / Plot,0,0,0,,1361
No,Yes,24 X 30,17,,Joka,1,2.4,333,New Property,Residential Land / Plot,1,1,0,720,720
No,No,,0,3,Joka,2,3.6,250,Resale,Residential Land / Plot,0,0,0,10,1440
Yes,No,53.7 X 53.7,4,1,Sodepur,2,34,2361,Resale,Residential Land / Plot,0,0,0,6,1440
Yes,No,,0,2,Baghajatin Colony,1,80,3902,New Property,Residential Land / Plot,0,0,0,6,2050
No,No,,7,,Joka,1,1.6,111,Resale,Residential Land / Plot,0,0,0,7,1440
No,No,,0,,Sarsuna,,10,1435,Resale,Residential Land / Plot,0,0,0,,697
No,No,24 X 30.83,4,,Joka,1,2.7,365,New Property,Residential Land / Plot,1,1,0,25,740
No,No,,0,1,Hooghly,,32,735,Resale,Residential Land / Plot,0,0,0,,4355
Yes,No,,1,,Rajarhat,,250,2870,Resale,Residential Land / Plot,0,0,0,,8712
No,No,,1,,Hatiara,2,22,1158,Resale,Residential Land / Plot,0,0,0,10,1900
Yes,No,86 X 50.23,3,4,Pratapgarh Birati,1,90,2083,Resale,Residential Land / Plot,1,0,0,12,4320
No,No,663 X 295,3,1,Rajarhat,1,60,2778,Resale,Residential Land / Plot,0,1,0,2,2160
Yes,No,,3,5,Chakdaha,,80,2778,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,1,Congo,Thakurpukur,1,1.2,1200,Resale,Residential Land / Plot,0,0,0,6,100
No,No,,0,3,Rajpur,,17.5,1215,Resale,Residential Land / Plot,0,0,0,,1440
No,No,45 X 48,8,,Joka,1,10.5,486,New Property,Residential Land / Plot,1,1,0,18,2160
No,No,,0,3,"Kudghat, Ashok Nagar",,30,1562,Resale,Residential Land / Plot,0,0,0,,1920
No,No,30 X 24,5,4,"Amtala, Diamond Harbour Road",2,5.5,764,New Property,Residential Land / Plot,1,1,0,5,720
No,No,45 X 64,19,Congo,Joka,1,8.8,306,New Property,Residential Land / Plot,1,1,0,25,2880
No,No,50 X 43.2,1,4,Sonarpur,1,9,417,New Property,Residential Land / Plot,0,1,0,5,2160
Yes,No,,0,5,Madhyamgram,,46,1769,Resale,Residential Land / Plot,0,0,0,,2600
No,No,30 X 24,6,4,"Amtala, Diamond Harbour Road",1,5,694,New Property,Residential Land / Plot,1,0,0,5,720
No,No,,0,3,Hooghly,,35,1556,Resale,Residential Land / Plot,0,0,0,,2250
No,No,,0,Congo,Ariadaha,1,62,2460,Resale,Residential Land / Plot,0,0,0,10,2520
No,No,45 X 32,15,,Joka,1,4.8,330,New Property,Residential Land / Plot,1,1,0,20,1440
No,No,,0,Congo,Hiland Park,2,35,972,Resale,Residential Land / Plot,0,1,0,7,3600
No,No,24 X 30,6,,Joka,2,3.3,451,New Property,Residential Land / Plot,1,1,0,20,721
Yes,No,18 X 40,1,3,Action Area 3,2,12,1667,New Property,Residential Land / Plot,0,0,0,10,720
Yes,Yes,,0,3,Action Area 3,2,12.5,1736,Resale,Residential Land / Plot,0,0,0,10,720
Yes,Yes,,0,4,"Haridevpur, Paschim Putiary",1,220,3819,Resale,Residential Land / Plot,0,0,0,5,5761
No,No,,0,,Pailan,,12,556,Resale,Residential Land / Plot,0,0,0,,2160
Yes,No,,0,,Madhyamgram,,36,1667,Resale,Residential Land / Plot,0,0,0,,2160
Yes,Yes,,0,,Pailan,,84,972,Resale,Residential Land / Plot,0,0,0,,8640
No,No,,0,3,Madhyamgram,,40,544,Resale,Residential Land / Plot,0,0,0,,7350
Yes,Yes,18 X 40,1,3,Action Area 3,2,12.1,1674,New Property,Residential Land / Plot,0,1,0,10,720
Yes,No,,0,,"Halisahar, Kanchrapara",2,120,800,Resale,Residential Land / Plot,0,0,0,3,15000
Yes,No,45 X 34,8,3,Action Area 3,2,22.7,1486,New Property,Residential Land / Plot,1,1,0,20,1530
No,No,,0,5,"Baliya, Garia",,180,417,Resale,Residential Land / Plot,0,0,0,,43200
No,No,,0,1,Subhasgram,,45,1042,Resale,Residential Land / Plot,0,0,0,,4320
No,No,66 X 48.79,7,5,Action Area 3,1,180,5590,Resale,Residential Land / Plot,0,1,0,13,3220
No,No,24 X 30,16,,Joka,1,3.4,465,New Property,Residential Land / Plot,1,1,0,30,720
No,Yes,24 X 30,8,Congo,Joka,1,3.3,451,New Property,Residential Land / Plot,1,1,0,25,720
Yes,Yes,,0,4,Uchhepota,3,19.5,103,Resale,Residential Land / Plot,0,0,0,20,18900
No,No,,0,5,Action Area 3,4,170,5264,Resale,Residential Land / Plot,0,0,0,20,3229
No,No,,0,Congo,Shyamnagar,2,20,617,Resale,Residential Land / Plot,0,0,0,10,3240
No,No,,0,,Madhyamgram,,600,617,New Property,Residential Land / Plot,0,1,0,,97200
Yes,No,,3,,Madhyamgram,,35,1750,Resale,Residential Land / Plot,0,0,0,,2000
No,No,,1,,Maheshtala,,52,1805,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,0,5,Action Area 3,4,120,5574,Resale,Residential Land / Plot,0,0,0,13,2153
No,No,41 X 29,2,3,Rahara,3,16.9,1565,Resale,Residential Land / Plot,0,0,0,29,1080
No,No,2.42 X 1208,0,3,Birati,,40,1389,Resale,Residential Land / Plot,0,0,0,,2880
No,No,,3,,Batanagar,1,110,1389,Resale,Residential Land / Plot,0,0,0,10,7921
No,No,49 X 36,0,4,"Kamalgazi, Narendrapur",2,52,2900,Resale,Residential Land / Plot,0,0,0,4,1793
Yes,Yes,50 X 28.8,10,4,Joka,2,3.5,243,New Property,Residential Land / Plot,1,1,0,7,1440
No,Yes,,1,3,Howrah,,11,1528,Resale,Residential Land / Plot,0,0,0,,720
Yes,No,,0,3,"Chandannagar, Hooghly-Chinsurah",,15,735,Resale,Residential Land / Plot,0,0,0,,2041
Yes,Yes,,0,4,Sonarpur,,25,579,Resale,Residential Land / Plot,0,0,0,,4320
Yes,No,,0,5,Bisharpara,,40,2353,Resale,Residential Land / Plot,0,0,0,,1700
No,No,32 X 45,1,5,Sonarpur,2,6,417,New Property,Residential Land / Plot,0,1,0,6,1440
No,No,40 X 54,4,5,Sonarpur,2,9,417,New Property,Residential Land / Plot,0,1,0,6,2160
No,No,70 X 102.86,1,5,Sonarpur,2,20,278,Resale,Residential Land / Plot,0,1,0,6,7200
No,No,,0,4,Bagmari,,60,1377,Resale,Residential Land / Plot,0,0,0,,4356
Yes,Yes,18 X 40,2,3,Action Area 3,1,11,1528,New Property,Residential Land / Plot,0,1,0,6,720
Yes,No,,0,3,Madhyamgram,,17,1181,Resale,Residential Land / Plot,0,0,0,,1440
No,No,30 X 24,1,3,Joka,2,1.4,194,Resale,Residential Land / Plot,0,1,0,10,720
No,No,32 X 45,6,3,Action Area 3,1,17,1181,New Property,Residential Land / Plot,0,1,0,6,1440
No,Yes,,0,,"Silpara, Purba Barisha",,35,1215,Resale,Residential Land / Plot,0,0,0,,2880
No,No,60.4 X 107,0,1,Pailan,2,54,833,Resale,Residential Land / Plot,0,1,0,40,6481
